content,score,at
Nyesel kouta mahal2,1,04/03/2023 11:08
Tidak di rekomendasikan untuk bermain game karna jaringan nya sukak hilang hilang,1,04/03/2023 10:29
Sangat lancar jaringannya,5,04/03/2023 08:38
Bagus walaupun paket mahal,5,04/03/2023 07:39
"Gak bisa bayar paketnya, jd gak kebeli. Udah mau masuk masa tenggang hari ini",5,04/03/2023 03:11
🤦 #DATAONPOWERONSINYALOFF,2,04/03/2023 01:59
"Layak Bintang 5, Karena : Best of The Best, Pakar-nya Pakar, Ahli-nya Ahli, Inti-nya Inti, Untuk INDONESIA 🇮🇩",5,03/03/2023 17:43
Paketnya mahal2 masa sebulan minimal 65rb. Tolong kluarkan paket 30 hari 30k,1,03/03/2023 17:18
mudah,5,03/03/2023 14:14
"Awal awal pertama ada lancar...sekarang ya ampun lemot banget... sinyal penuh tapi jaringan internetnya sangat lambat..uji kecepatan internet gak sampe 0,5 MB Buat download file cuma 50MB harus nunggu Berjam jam. Apa lagi buat main game gak bisa masuk sama sekali Tinggal di Jakarta berasa kaya di pedalaman ...parah sih ini provider 👎 Hubungi CS cuma diberi alasan klasik (oo mungkin tempatnya byk yg make.mungkin terhalang) aah kalau tau banya yang make harusnya ditingkatin lagi kualitasnya",1,03/03/2023 13:38
Internetnya cepat,5,03/03/2023 10:07
"Sialan, ribet banget verifikasi nya, pas mau verifikasi nik kk selalu gagal mulu, gak tau lagi dah, cs nya lama bnget ngeresponnya. Udah bayar2 malah gini.",1,03/03/2023 08:49
"Sungguh sial memakai kartu binatang ini. Padahal baru diisi paket, kartunya langsung tidak bisa lagi dipakai. Jangan ada yang memakai kartu ini lagi. BALIKIN DUIT GUA AJG",1,03/03/2023 05:53
Sudah bagus namun paket terlalu mahal setidaknya ada paket yg 60k supaya enak,4,03/03/2023 05:04
Sinyal nya down parah pas masuk rumah.. xl ama live on sama aja . Kirain agak bagusan ternyata sama,3,03/03/2023 05:04
Jaringan mantab harganya terjangkau,5,02/03/2023 23:25
Aplikasinya relatif bagus dan berjalan lancar.,5,02/03/2023 20:46
Harga paket perlahan naik,1,02/03/2023 17:17
Aplikasi nya simpel loading jga singkat cma masih bingung di pengumpulan data utk masa aktiv bulan ini mksd nya apa ya?kuota utama makin sdikit tpi kumpulan data bulan ini nya makin gde,5,02/03/2023 16:47
"Sinyal ny kurang bagus diKota Serang-Banten, untuk Paketnya Hemat nya untuk kantong anak sekolah blm ada",4,02/03/2023 15:30
Bagus,5,02/03/2023 14:14
Paketnya murah terjangkau,5,02/03/2023 13:23
Josss pokoknya 👍👍👍👍👍☺️,5,02/03/2023 06:55
"Kecewa, ada promo paket 40gb 65rb, Di beli kok paket nya gak sesuai promo, dikit banget dapat nya",1,02/03/2023 04:37
Okkkk,5,02/03/2023 04:30
"pengiriman lama, target 2 hari ditunggu 4 hari blm dtg (up)dh 2bln gak nyampe jg,, gk bs selain jne kah",1,02/03/2023 01:08
"Mohon perbaiki jaringannya gan,aku udah lama juga berlangganan live.on tapi ko makin kesini jaringannya kurang bagus",1,01/03/2023 20:02
wilayah kita ok sinyalnya,5,01/03/2023 13:45
Discount nya dikit,1,01/03/2023 12:39
"Baru kali ini pake internet 2 titik akses live.on sama XL unlimited klw yg 1 lelet ganti yg 1 lg kadang 2"" nya lelet sinyal tiba"" Drop download, streaming sama main game tiba"" Lemot. Tobat pake XL gajelas sinyalnya",1,01/03/2023 12:26
"tolong dong pembagian akumulasi kuotanya dibagi2 aja ,jdi tau kuota yg terpakai apa saja , seperti kuota stream, rollover dll, jdi ga perlu lagi tanya CS nya buat tau tinggal berapanya kuota yg kita pakai, terimakasih smoga lebih baik lagi kedepannya.",3,01/03/2023 10:16
"Sistem dari kartu ini jauh dibawah by.u, dari segi masa aktif yang gak selamanya dan diharuskan isi kuota ketika kuota habis. Jadi serasa gak bebas dan semaunya. Beda sama yang provider sebelah.",1,01/03/2023 09:52
Sinyalnya sangat sangat buruk.... lelet lemott,1,01/03/2023 09:20
"Banyak komentar negatif, dan yah saya juga merasakannya. Bulan pertama bagus, bulan kedua sudah mulai terkena sindrom lemot apalagi waktu cuaca mendung. Sampai saya coba ganti APN XL yang lain, hasilnya sama saja. Memang benar sih paket rollover, tp begitu kuota yang dibeli bulan ini sudah habis mulai sindromnya. Jadi buat apa sisa kuota rollover nya kalau susah sinyal. Dan sisa kuota bulan pertama dengan bulan kedua hampir sama besarnya. Mending sy balik pakai label merah, terjamin sinyalnya.",1,01/03/2023 07:10
Sinyal nya buruk sekali Padahal data nya mas 55gb tapi kyk kyk data udah habis di buat lihat story WA gk kuat di buat WA jamkot lama baru centang dua. 🥱🥱🥱🥱🥱🥱🥱🥱,2,01/03/2023 00:11
"Amat sangat di sayangkan saya melihat diskonan di apk yang cukup menggiurkan, sy ingin membeli dan menunggu hingga paket data habis tapi setelah akan di beli diskon hilang dan saya berinisiatif menunggu 1 hari dan ternyata pas hari berikutnya msh tdk ada, akhirnya membeli paket biasa dan soalnya setelah membeli paket diskon keluar cukup mengesalkan bagi sy dan sangat kecewa pls kalau ada promo beritau kami kapan batas waktunya sehingga jelas bagi pkt diskon hanya bisa dibeli dgn pkt data liveon",4,28/02/2023 22:13
mantul,5,28/02/2023 21:14
So far so good,5,28/02/2023 19:52
On Trs Live On,5,28/02/2023 19:11
Mantapp,5,28/02/2023 15:08
Bang kalau bisa Adain paket 50/60 ribuan lah gak sanggup kalau 100 ribuan ke atas,4,28/02/2023 07:26
"gue udah make berbulan bulan,tapi tidak satu kali pun pake promo soalnya ketika diklik eror mulu,satt emang",1,28/02/2023 05:30
Kurang lengkap info nya. Harusnya ada info pembagian kuota . Jadi klo data utama sudah habis tpi kuota streaming masih banyak bisa ketahuan. Bisa langsunga tambah kuota utama. Tolong lah adain info pembagian kuota. Kaya provider lain. Sudah pernah kasih saran ke CS nya. Tpi cuma iya iya doang. Ga di update.,2,28/02/2023 00:48
Mantap nambah terus kuota nya,5,27/02/2023 21:39
"Anehnya kuota masih banyak,masa aktif masih 7 hari lagi hanya bisa di gunakan untuk chat saja,dapat peringatan sisa kuota anda sudah habis sudah jelas² masih 50 GB lebih,masa aktif masih 7 hari lagi,tolong di perbaiki misal tidak ada bonus gak jadi masalah asal kuota sampai habis sampai masa berlaku",3,27/02/2023 18:07
Nenek gw selalu bilang..cuu..klo abis berak disiram,3,27/02/2023 17:07
Ok jaringan nya juga kuat,5,27/02/2023 14:57
"Promo paket menghilang saat masa aktif berakhir, padahal promo itu menjadi opsi pilihan terbaik saat masa aktif berakhir. Tolong di optimalkan kembali opsi promo untuk versi terbaru aplikasi selanjutnya.",3,27/02/2023 14:52
Tolong untuk Iklan Promo jangan di Hilangkan saat masa aktif berakhir. Karena Saat ini ketika masa Aktif berakhir Iklan Promo juga ikut menghilang !! Padahal saat Masa Aktif berakhir Promo itu yang menjadi Opsi pilihan terbaik.,3,27/02/2023 14:36
Jaringan 4g sinyal full tp gak stabil banget buat main game bikin kesel terus. masih kalah ama byu yg sinyal cuma 2batang tapi stabil. Dan klw paket internet mending gabung gak usah dipisah². Karena kebutuhan tiap orang beda.,2,27/02/2023 13:19
Cukup bagus ..kalo bisa sinyalnya di perbagus lagih seperti merk sebelah yang dari Telkomsel,5,27/02/2023 13:11
Keren Sayangnya gak ada paket malam nya,5,27/02/2023 11:54
Lumayan,5,27/02/2023 09:44
pilihan paketnya sedikit. cuma 4 biji. semuanya mahal gak bisa bersaing dg operator lain,1,27/02/2023 09:24
Mantap kuota nambah terus,5,26/02/2023 23:17
"Harga kuota semakin mahal , sementara kualitas jaringan buruk . Kalah dengan indosat bisa ngasih harga 137rb untuk kuita 100GB",1,26/02/2023 16:57
Kuota bulan sebelumnya tidak hangus..top,5,26/02/2023 10:59
nmornya jelek semua,1,26/02/2023 07:32
"Kecepatan internet di daerah saya Joss, harga murah kuota melimpah di tambah fitur rollover nya bikin kuota tidak hangus ketika kuota tidak habis terpakai, dan bisa di perpanjang ketika kita isi kuota lagi",5,26/02/2023 01:37
"Funneling, udah laku harganya jadi mahal",1,25/02/2023 20:23
Sinyal nya SDH bagus banget sekarang... live on hrs lebih baik lagi,5,25/02/2023 18:05
"Kuota streaming sama kuota utama dipisah dong, biar tau sisa kuota utama brp,kl perbaharui paket bisa pakai kuota streaming mah gapapa",1,25/02/2023 17:32
"jelek sinyalnya. dipake buat download cm dpt 300kbps dan sering turun ke 20kbps, udah gonta ganti settingan APN masih aja begitu. di coba restart hp, hapus cache tetep saja sama gada peningkatan.",1,25/02/2023 16:45
"Udah paket 125rb jaringan ilang2an pdhl masih daerah Jakarta, kecewa sih paket abis lgsg ganti kartu. Provider gak niat!!",1,25/02/2023 16:00
beralih dari operator T******** lebih baik pakai live on banyak promonya dan ada data rolever yg menguntungkan pengguna,5,25/02/2023 07:56
Paket saya masih ada 39 gb tapi sinyal bagus 4G tapi lemot banget buka google aja gak bisa buka tiktok muter2 tolong di perbaiki,3,25/02/2023 07:00
"Sinyal hilang dari kemaren siang sampe sekarang, keren bgt kan masa gw telfon CS nya katanya 3 hari bkl ilang sinyal emang anj",1,25/02/2023 06:23
Sayang bgt paket hemat dan diskon nya hilang -_-,2,24/02/2023 22:39
"Sinyal buruk sekali. Hanya untuk 2-3bulan awal yang bagus dan cepat, setelahnya memburuk bahkan sampai sinyal Edge atau hilang sinyal. Cuma 1 sinyal saja. Sudah coba protes ke CS, 4bulan tetap tidak ada perubahan. Semakin parah, iya. :) Tidak rekomen untuk yang mau pakai ini. Bisa2 runyam saat genting seperti rapat online, m-banking proses, dll. Karena sinyal malah hilang disaat penting",1,24/02/2023 12:27
"Pakai kartu Live One bikin semuanya Ok. Semua dalam satu genggaman. Tidak perlu mengingisi pulsa,cukup dengan kuota sudah bisa ke mana mana. Pokonya Live One memng Joss Gandos👍",5,24/02/2023 11:56
Kecewa sama sinyalnya. Awalnya saja bagus,1,24/02/2023 11:40
Buat live on 3 hari nie sinyal jelek banget parah.. Sisa kuota masih banyak kaya kuota bonus aja,2,24/02/2023 10:44
Mesan paket tapi yg dtng ga sesuai,1,24/02/2023 01:51
"Jijik pake live on.. Sinyal buruk, perbaharuan paket sulit.. Connect ke Shopee aja sulit.. Jengkel.. Basi basi basi..",1,24/02/2023 01:25
Giliran udah di paketin aja keluar promo . Sinyal sih oke.,1,23/02/2023 23:31
"Signal/jaringannya kurang memuaskan/ di tempat saya,,,,",3,23/02/2023 22:01
"mohon maaf, ini koneksinya sampah banget. apalagi musim ujan. koneksi super lambat. ngegame ping nya tinggi bgt",1,23/02/2023 15:51
Terbaik lah nih provider,5,23/02/2023 05:09
"Sangat simpel dan kuota besar, best live on",5,23/02/2023 04:03
Harga bersahabat,5,23/02/2023 02:24
Lumayan bagus,5,22/02/2023 22:15
Kartu perdana live on 76gb 50rb an Tpi klo pket data ny koq lbh mahal 50gb 80rb an ill fill ni jadi ny,3,22/02/2023 16:48
lancar tanpa hambatan sampai detik ini,5,22/02/2023 15:48
Mantap,5,22/02/2023 14:30
"Aplikasi banyak bug, sisa kuota gak jelas kadang nambah kadang kurang, sisa kuota gak sesuai kenyataannya.",1,22/02/2023 12:26
Lemot,1,22/02/2023 11:10
Harga paket tolong jangan dinaikkan terus,1,22/02/2023 10:23
"Min, saya masih ada kuota 39gb kok ngga bisa dipakai yah, sama itu saya mau login tombolnya ga bisa di pencet, ketutupan sama teks apalah itu mohon responnya",3,22/02/2023 10:16
Ya lumayan lah buat kantong pelajar,4,22/02/2023 09:31
Sudah beberapa hari sinyal busuk Untuk sekedar browsing saja leletnya bikin emosi Jika tidak segera diperbaiki koneksi nya sebagai pelanggan milih beralih ke provider sebelah,1,22/02/2023 09:06
Aplikasinya bagus simple Cuma gabisa login di multi device. Tolong diperbarui dong supaya bisa login multi device. Dan tolong dong harga paketnya jangan mahal². 20GB 65K itu terlalu mahal,3,22/02/2023 08:53
Mantaap lah,4,22/02/2023 08:27
"Ternyata benar semakin lama semakin lemot sinyal dan kekuatan nya, cuma diawal pembelian saja stabil , lama2 tidak stabil naik turun,, jarang ada promo,",3,22/02/2023 07:57
Sangat bagus dan terpercaya,5,22/02/2023 01:35
"Anti lelet, pokoknya joss lah",5,22/02/2023 00:43
paketan saya tinggal 61gb...saya beli yg promo 40gb...nambah 100gb...eh gak lama paginya hilang jadi 61gb....🤣 🤣 🤣,1,21/02/2023 22:43
"Sinyal di Jakarta Pusat., udah kaya di hutan., PAAARAAH",1,21/02/2023 20:08
masa aktif masih 10 hari udah lemot gak bisa pakek apa apa cobak di atur lagi tgl satu hari baru lemot atau ngisi masih 15 hari nanti harinya di tambah jadi 45 hari kok masih 15 hari habis di isi jadi 30 hari lagi rugi dong toh harganya juga lumayan nguras kantong juga tolong kebijakanya,1,21/02/2023 16:02
"SAMPE KAPAN INFO DETAIL APLIKASINYA? BIAR TAU MANA KUOTA UTAMA, MANA YG BUKAAANNN? Sinyal di Jakbar rendah. Mines. Main game aja red ping. Mineslah pkoknya. Makanya bintang d turunin.",1,21/02/2023 14:44
"Awalnya murah, sekarang jadi mahal...😤 Pertama kali pakai enak data tuk semua ga dibagi. Sinyal not bad. Pokoknya enak di awal tapi setelah beberapa bulan pakai harga jadi mahal. Naik harganya banyak bangetttt",4,21/02/2023 14:24
Mantappp,5,21/02/2023 12:15
"1 kurangnya dari live on. Ketika kita perbarui paket data,asa aktif kartu malah makin maju",4,21/02/2023 01:23
Berasa pake kuota unlimitied dgn kecepatan yg maksimal👍,5,20/02/2023 23:26
"Baru make XL sinyal 4G terus + nya ga tau lari kmn main game nge lag terus menang kuota aja sinyal hancur pdhl di tengah kota Super"" Parah !!!!",1,20/02/2023 15:06
"CSnya ramah, masalah saya bisa selesai",5,20/02/2023 14:41
"jaringannya najis, walaupun 1 jaringan sama xl tapi beda banget kualitasnya. SAMPAH NYESEL PAKE LIVE.ON , mending pake xl aja sekalian",1,20/02/2023 13:45
"Tolong dong cek kuota diperjelas di aplikasinya, sy kira kuota lagi banyak eh malah ga bs terpakai padahal kutoa tinggal 40/gb entah kuota apa itu sy ga ngerti..",1,20/02/2023 11:58
Kuota masih 20gb tp untuk sekedar memperbarui kuota aja GK bisa,3,20/02/2023 11:57
perbaiki ui.nya pisah antara kuota utama dan add on,1,20/02/2023 11:28
Good,5,20/02/2023 10:21
Mantap apk nya,5,20/02/2023 07:35
Mantap,5,20/02/2023 03:21
Kartu Ga Jelas Pertama Doang sinyal Bagus lama lama bapuk sering ilang data,1,19/02/2023 16:17
"Sejauh ini sih nyaman, sinyal jg kuat, sisa data gak hangus..bisa dipakai lagi..",5,19/02/2023 14:44
"Aplikasi macam apa ini?bahkan saya ingin isi data tidak bisa!!,gimana caranya coba?saya mau coba chat dengan call center di dalam aplikasi,loading lama banget,padahal buka YouTube bisa dan yg lain bisa",1,19/02/2023 13:46
Sinyal syulit,1,19/02/2023 12:08
Jadi mikir ulang pake liveon. Ancur sinyalnya.. Dah XL gak usah pake alasan.. Gk usah ngasih link buat hubungin apa soalnya gk bakal ngaruh juga. Perbaiki saja sinyal lemot mu,1,19/02/2023 09:27
Asli lelet......Ampun bang jago....game tetris pun gak bisa jalan,1,19/02/2023 07:44
"Internet keuenceeeng...harga merakyat...ayo kaula muda pake need jagonya internet gak pake berbelit-belit pokoknya paket internet...JD gak terlalu banyak syarat dan ketentuan.. yahhuut pokoknya..live on, membuat hidup kamu gak bisa move on dari internet🤩🤩😀😀😀🤣🤣",5,19/02/2023 07:09
Kualitas sinyal daerah tebing tinggi empat lawang Sumsel sangat buruk,1,19/02/2023 06:44
paket mahal mhal g sebanding sama sinyal nya wkwk...bntang 1..,1,19/02/2023 05:13
"Jaringan jelek, lalod sekali",1,19/02/2023 05:03
"Sinyal luamayan bagus. Tapi sayangnya udah beberapa bulan ini sudah tidak ada paket hemat sebagai pilihannya. Harga paket kuota terlalu mahal. Tolong kembalikan promo² menarik paket hemat kuota seperti awal². Saya kasih bintang 3 dulu, ada perubahan otw bintang 5",3,19/02/2023 03:08
Padahal tinggal di kota tp jaringan internet xl parah jeleknya sperti jaringan di pelosok klo kyak gini nggak bisa buat kerja percuma kalo kuota gede tp jaringan parah jeleknya.,1,19/02/2023 01:29
Mantap gak bingung kalo quota masih sisa banyak namun masa aktif sudah mau habis gak rugi pokoknya nambah quota terus,5,19/02/2023 01:25
"Sisa kuota masih 38gban, notif di email sudah 100% Pemakaian Setelahnya Jaringan makin Lemot banget, download 1 mp3 aja bisa sampe 5 menitan, mau di perbarui paket masih lama 7 hari lagi, SDMnya gimana sih, brandingnya bagus tapi masih kaleng kaleng aja prinsipnya, di update pun tetep aja kaleng 🤦🏻",2,18/02/2023 16:27
Baru pakai live on UI nya simple namun tidak jelas jumlah paket datanya Data.... GB Streaming.... GB Bikin gitu aja gak bisa?,1,18/02/2023 12:59
Tingkatlah jaringan nya,5,18/02/2023 12:58
Apps nya bagus koutanya juga banyak murah lgi,5,18/02/2023 04:42
"Harga terjangkau, jaringan stabil, dan sisa data bisa digabung dengan data yg baru beli, makasih live on dan xl",5,18/02/2023 03:14
"Di mall sinyal bagus, tapi daerah asem jaya (surabaya) sinyal darurat, tolong di tingkatkan",4,18/02/2023 03:08
Tolong jaringannya bos,5,18/02/2023 01:30
Buruk,1,17/02/2023 17:52
"Internetnya baper, lemot banget, udah email, tapi jawabannya cma begitu, dri dulu kagak ada kmajuan sinyalnya",1,17/02/2023 17:00
"Saya beli paket promo, sudah terpotong uang saya tapi paket masih tidak aktif, padahal masa aktif di aplikasi bertambah sesuai paket, dan solusi dari CS nya tidak membantu. :( Bintang 5 karena masalah sudah terselesaikan+bonus kuota.",5,17/02/2023 14:27
"Yakin mau buy? Kuota referral ga dapet, yang dapet cuma yang punya kode. Ampas banget!!!",1,17/02/2023 13:16
"Udh bbrp kali isi ulang, akhirnya sadar kalo fungsi roll over nya ampas. Karena ketika kuota utama habis, roll over nya cuma bisa youtube an doang",1,17/02/2023 11:04
"Nice sering"" munculin promo dong😂",5,17/02/2023 10:36
"Ini jaringan nya jelek bangetttttt, ayolah di perbaiki",1,17/02/2023 09:31
Saya menunggu diskonan mana diskonanya,3,17/02/2023 09:13
Rekomendasi,5,17/02/2023 02:32
Sebatas itu ajak UI nya nggak Kayak Bayu tampilan simpel tapi fitur lengkap. Semoga Liven On Back view The desktop is even more attractive 🙏,3,16/02/2023 22:48
sinyalnya mantap dan dpt quota nya banyak,5,16/02/2023 19:50
Mantul,5,16/02/2023 18:09
Pembagian Quota tolong dirinci lagi antara Add on dan internetnya...Quota masih besar tp sudah kena kontrol speednya..,3,16/02/2023 16:51
Sangat membantu skali,5,16/02/2023 15:54
Live. On jaringan BABI,1,16/02/2023 13:37
Bonus nya mantap,5,16/02/2023 12:35
Ok,5,16/02/2023 11:54
"sbenernya sih enak pake live.on sinyalnya disini bagus, tp soal harga untuk memperbarui paket mahal bener harusnya turunin lagi dong 50rb sma 40 rb pilihannya",4,16/02/2023 04:22
"Bagus sich sinyal nya cm stiap bulan sya beli paket. An setiap bulan hilang 50Gb gk tw knp sya males jadix udh 6 bln ini, trus""n hilang",3,15/02/2023 22:55
Bagus,5,15/02/2023 16:52
Good job,5,15/02/2023 16:48
"Kemarin pas xl eror live on ikut kena efek nya, tapi sekarang udah bagus lagi dan tolong banyakin lgi promo harga nya",5,15/02/2023 11:38
"Sinyal XL skarang parah bener.. Kalo ada setengah bintang, gua kasih setengah bintang nih..",1,15/02/2023 09:14
sinyal tiba2 hilang,3,15/02/2023 07:45
Update nya jdi susah log in,2,15/02/2023 04:33
Mantaf..,5,15/02/2023 04:22
Kenapa ga bisa masuk aplikasinya,4,14/02/2023 22:15
Ayolah sinyalnya di kuatin 4gnya masa edge terus ini dah dijaman LTE bukan edge SE PT sama XL tapi malah kuatan XL sama Axis didaerahku kan aneh,1,14/02/2023 16:58
"Aplikasinya simpel, ngga kebanyakan menu ❤️",5,14/02/2023 15:57
"Sisa kuota ga jelas sumpah, tulisan ada kuota tp ga bisa dipake. Bonus trus apalah terserah namanya. Sengaja gitu keknya biar isi terus. Kuota isi ulang mahal gaess. Murah perdananya aja",1,14/02/2023 15:40
